,track,week,ranking,artist,time,genre,month_entered,day_entered,month_peaked,day_peaked
4836,Oops!.. I Did It Again,16,49.0,"Spears, Britney",210,Rock'n'roll,4,22,6,10
5541,Where I Wanna Be,18,49.0,"Jones, Donell",382,Rock,4,22,7,8
9632,Back Here,31,49.0,BBMak,215,Rock,4,29,7,29
10574,(Hot S**t) Country Grammar,34,49.0,Nelly,257,Rap,4,29,9,16
4497,The Real Slim Shady,15,49.0,Eminem,282,Rap,5,6,6,24
3337,Prayin' For Daylight,11,49.0,Rascal Flatts,216,Country,5,6,8,12
176,Nothing As It Seems,1,49.0,Pearl Jam,320,Rock,5,13,5,13
8045,Desert Rose,26,49.0,Sting,232,Rock,5,13,8,26
1737,Dance Tonight,6,49.0,Lucy Pearl,225,R&B,5,20,7,29
4570,What'Chu Like,15,49.0,Da Brat,237,Rap,6,3,8,12
1738,It Must Be Love,6,49.0,"Jackson, Alan",173,Country,6,24,9,2
4002,What You Want,13,49.0,DMX,245,Rap,7,1,9,23
9090,Sexual (Li Da Di),29,49.0,Amber,278,Rock,7,17,2,12
1122,The Light,4,49.0,Common,235,Rap,8,5,9,9
2079,The Light,7,49.0,Common,235,Rap,8,5,9,9
1371,Don't Think I'm Not,5,49.0,Kandi,230,Rock,8,5,10,7
6488,Best Of Intentions,21,49.0,"Tritt, Travis",255,Country,8,19,12,2
3981,Go On,13,49.0,"Strait, George",228,Country,8,26,10,28
6468,You're A God,21,49.0,Vertical Horizon,225,Rock,8,26,11,4
8640,My Love Is Your Love,28,49.0,"Houston, Whitney",256,Rock'n'roll,9,4,1,8
990,Gotta Tell You,4,49.0,"Mumba, Samantha",199,Rock'n'roll,9,9,12,9
20462,Higher,65,49.0,Creed,316,Rock'n'roll,9,11,7,22
638,Independent Women Part I,3,49.0,Destiny's Child,218,Rock,9,23,11,18
8012,This I Promise You,26,49.0,N'Sync,263,Rock,9,30,12,2
1358,What's Your Fantasy,5,49.0,Ludacris,256,Rap,9,30,12,16
3655,911,12,49.0,"Jean, Wyclef",240,Rap,10,7,11,25
1720,Without You,6,49.0,"Dixie Chicks, The",212,Country,10,7,12,23
1762,www.memory,6,49.0,"Jackson, Alan",156,Country,11,4,12,23
2719,www.memory,9,49.0,"Jackson, Alan",156,Country,11,4,12,23
15648,Breathe,50,49.0,"Hill, Faith",244,Rap,11,6,4,22
15967,Breathe,51,49.0,"Hill, Faith",244,Rap,11,6,4,22
5542,Where I Wanna Be,18,49.0,"Sheist, Shade",256,Rap,11,11,11,18
998,That's The Way It Is,4,49.0,"Dion, Celine",243,Rock,11,13,3,4
2706,Got To Get It,9,49.0,Sisqo,232,Rock,11,20,1,22
2723,Emotional,9,49.0,"Thomas, Carl",271,Rock,11,25,12,30
6176,My Best Friend,20,49.0,"McGraw, Tim",273,Country,11,27,1,29
3319,Rhythm Divine,11,49.0,"Iglesias, Enrique",455,Latin,12,4,1,22
2048,One Night Stand,7,49.0,J-Shin,274,R&B,12,25,2,26
985,I Wanna Know,4,50.0,Joe,297,Rock'n'roll,1,1,7,1
3325,Love Is Blind,11,50.0,Eve,231,Rap,1,8,2,19
12134,Everything You Want,39,50.0,Vertical Horizon,241,Rock'n'roll,1,22,7,15
12772,Everything You Want,41,50.0,Vertical Horizon,241,Rock'n'roll,1,22,7,15
3980,Lessons Learned,13,50.0,"Lawrence, Tracy",175,Country,1,29,4,8
3985,Love's The Only House,13,50.0,"McBride, Martina",313,Country,2,5,4,15
659,You Sang To Me,3,50.0,"Anthony, Marc",230,Latin,2,26,6,3
3037,Carlene,10,50.0,"Vassar, Phil",247,Country,3,4,4,22
4929,She's More,16,50.0,"Griggs, Andy",199,Country,3,11,6,10
3682,Unconditional,12,50.0,"Davidson, Clay",236,Country,3,25,6,17
5509,Yes!,18,50.0,"Brock, Chad",202,Country,4,8,7,1
1772,The Best Of Me,6,50.0,Mya,252,Rock,4,15,5,20
2091,The Best Of Me,7,50.0,Mya,252,Rock,4,15,5,20
26,I Turn To You,1,50.0,"Aguilera, Christina",240,Rock'n'roll,4,15,7,1
6725,I Turn To You,22,50.0,"Aguilera, Christina",240,Rock'n'roll,4,15,7,1
1075,Where I Wanna Be,4,50.0,"Jones, Donell",382,Rock,4,22,7,8
6132,Big Pimpin',20,50.0,Jay-Z,235,Rap,4,22,7,8
4963,Flowers On The Wall,16,50.0,"Heatherly, Eric",196,Country,4,29,8,12
1618,Jumpin' Jumpin',6,50.0,Destiny's Child,228,Rock,5,13,8,19
441,The One,2,50.0,"Backstreet Boys, The",226,Rock,5,27,7,1
5515,The Next Episode,18,50.0,Dr. Dre,158,Rap,5,27,7,29
2926,I Need You,10,50.0,"Rimes, LeAnn",222,Country,5,27,8,12
6070,Amazed,20,50.0,Lonestar,265,Country,6,5,3,4
20106,Amazed,64,50.0,Lonestar,265,Country,6,5,3,4
1716,What About Now,6,50.0,Lonestar,210,Country,6,10,8,19
3679,Whatever,12,50.0,Ideal,228,R&B,6,10,8,19
1055,I Wanna Be With You,4,50.0,"Moore, Mandy",252,Pop,6,17,8,12
1377,That's The Way,5,50.0,"Messina, Jo Dee",197,Country,6,24,8,26
145,Simple Kind Of Life,1,50.0,No Doubt,251,Rock,7,1,7,22
7422,Faded,24,50.0,SoulDecision,205,Rock'n'roll,7,8,9,9
10366,Sexual (Li Da Di),33,50.0,Amber,278,Rock,7,17,2,12
3318,Just Be A Man About It,11,50.0,"Braxton, Toni",250,Rock,7,29,9,2
2022,Best Of Intentions,7,50.0,"Tritt, Travis",255,Country,8,19,12,2
4284,The Little Girl,14,50.0,"Montgomery, John Michael",232,Country,9,9,10,28
19824,Higher,63,50.0,Creed,316,Rock'n'roll,9,11,7,22
20143,Higher,64,50.0,Creed,316,Rock'n'roll,9,11,7,22
1401,Without You,5,50.0,"Dixie Chicks, The",212,Country,10,7,12,23
8053,Meet Virginia,26,50.0,Train,235,Rock,10,9,1,22
8372,Meet Virginia,27,50.0,Train,235,Rock,10,9,1,22
6453,Learn To Fly,21,50.0,Foo Fighters,235,Rock,10,16,1,22
672,Bring It All To Me,3,50.0,Blaque,226,Pop,10,23,1,22
5231,What Do You Say,17,50.0,"McEntire, Reba",206,Country,10,30,1,29
1443,www.memory,5,50.0,"Jackson, Alan",156,Country,11,4,12,23
1076,Where I Wanna Be,4,50.0,"Sheist, Shade",256,Rap,11,11,11,18
3982,Got To Get It,13,50.0,Sisqo,232,Rock,11,20,1,22
778,You Can Do It,3,50.0,Ice Cube,260,Rap,12,4,1,15
1956,All The Small Things,7,50.0,Blink-182,172,Rock,12,4,2,19
654,Thank God I Found You,3,50.0,"Carey, Mariah",254,Rock,12,11,2,19
973,Thank God I Found You,4,50.0,"Carey, Mariah",254,Rock,12,11,2,19
4616,Smile,15,50.0,Lonestar,213,Country,12,18,2,12
779,Back At One,3,51.0,"Wills, Mark",240,Country,1,15,2,26
3928,Untitled (How Does It Feel),13,51.0,D'Angelo,430,R&B,1,22,2,19
774,I Don't Wanna,3,51.0,Aaliyah,255,Rock,1,29,3,4
5546,How Do You Like Me Now?!,18,51.0,"Keith, Toby",209,Country,1,29,4,8
1140,Dear Lie,4,51.0,TLC,276,Rock,2,12,3,4
1341,Otherside,5,51.0,Red Hot Chili Peppers,253,Rock,2,12,5,27
2414,Feelin' Good,8,51.0,"Lopez, Jennifer",268,Latin,2,19,4,8
2078,Been There,7,51.0,"Black, Clint",328,Country,2,19,4,15
355,I Try,2,51.0,"Gray, Macy",232,Rock'n'roll,2,19,5,20
2377,She's More,8,51.0,"Griggs, Andy",199,Country,3,11,6,10
2696,She's More,9,51.0,"Griggs, Andy",199,Country,3,11,6,10
4958,Unconditional,16,51.0,"Davidson, Clay",236,Country,3,25,6,17
5277,Unconditional,17,51.0,"Davidson, Clay",236,Country,3,25,6,17
732,Crash And Burn,3,51.0,Savage Garden,281,Rock,4,8,5,27
2576,Kryptonite,9,51.0,3 Doors Down,233,Rock,4,8,11,11
2895,Kryptonite,10,51.0,3 Doors Down,233,Rock,4,8,11,11
3214,Kryptonite,11,51.0,3 Doors Down,233,Rock,4,8,11,11
3533,Kryptonite,12,51.0,3 Doors Down,233,Rock,4,8,11,11
1432,The Chain Of Love,5,51.0,"Walker, Clay",303,Country,4,15,6,10
6150,Separated,20,51.0,Avant,253,Rock,4,29,5,20
4644,Flowers On The Wall,15,51.0,"Heatherly, Eric",196,Country,4,29,8,12
648,It's Gonna Be Me,3,51.0,N'Sync,190,Rock'n'roll,5,6,7,29
3689,I'll Be,12,51.0,"McEntire, Reba",263,Country,5,13,7,29
2607,I Need You,9,51.0,"Rimes, LeAnn",222,Country,5,27,8,12
1380,What'Chu Like,5,51.0,Da Brat,237,Rap,6,3,8,12
5843,That's The Way,19,51.0,"Messina, Jo Dee",197,Country,6,24,8,26
3053,Your Everything,10,51.0,"Urban, Keith",250,Country,7,15,9,16
5259,Who Let The Dogs Out,17,51.0,Baha Men,197,R&B,7,22,10,21
766,Just Be A Man About It,3,51.0,"Braxton, Toni",250,Rock,7,29,9,2
2398,The Light,8,51.0,Common,235,Rap,8,5,9,9
2717,The Light,9,51.0,Common,235,Rap,8,5,9,9
769,It's My Life,3,51.0,Bon Jovi,224,Rock,8,12,9,30
1088,It's My Life,4,51.0,Bon Jovi,224,Rock,8,12,9,30
4597,It's My Life,15,51.0,Bon Jovi,224,Rock,8,12,9,30
22,Give Me Just One Night (Una Noche),1,51.0,98¡,204,Rock,8,19,9,30
2660,Best Of Intentions,9,51.0,"Tritt, Travis",255,Country,8,19,12,2
2690,Aaron's Party (Come Get It),9,51.0,"Carter, Aaron",203,R&B,8,26,9,16
3349,Kiss This,11,51.0,"Tippin, Aaron",173,Country,8,26,10,21
1343,Pinch Me,5,51.0,Barenaked Ladies,226,Rock,9,9,11,25
4286,Just Another Day In Paradise,14,51.0,"Vassar, Phil",234,Country,9,30,12,2
5867,Without You,19,51.0,"Dixie Chicks, The",212,Country,10,7,12,23
728,Big Deal,3,51.0,"Rimes, LeAnn",183,Country,10,16,1,1
1047,Big Deal,4,51.0,"Rimes, LeAnn",183,Country,10,16,1,1
1366,Big Deal,5,51.0,"Rimes, LeAnn",183,Country,10,16,1,1
1727,Born To Fly,6,51.0,"Evans, Sara",336,Country,10,21,12,30
2360,What Do You Say,8,51.0,"McEntire, Reba",206,Country,10,30,1,29
1455,Stan,5,51.0,Eminem,326,Rap,11,4,12,2
1774,Stan,6,51.0,Eminem,326,Rap,11,4,12,2
2093,Stan,7,51.0,Eminem,326,Rap,11,4,12,2
974,Breathe,4,51.0,"Hill, Faith",244,Rap,11,6,4,22
3663,Got To Get It,12,51.0,Sisqo,232,Rock,11,20,1,22
330,What A Girl Wants,2,51.0,"Aguilera, Christina",198,Rock'n'roll,11,27,1,15
5210,Cowboy Take Me Away,17,51.0,"Dixie Chicks, The",291,Country,11,27,1,29
3638,Rhythm Divine,12,51.0,"Iglesias, Enrique",455,Latin,12,4,1,22
1637,All The Small Things,6,51.0,Blink-182,172,Rock,12,4,2,19
4853,He Can't Love U,16,51.0,Jagged Edge,210,Rock,12,11,1,8
3944,Falls Apart,13,52.0,Sugar Ray,255,Rock,1,15,2,19
3650,Back At One,12,52.0,"Wills, Mark",240,Country,1,15,2,26
369,It Feels So Good,2,52.0,Sonique,228,Rock'n'roll,1,22,4,22
701,From The Bottom Of My Broken Heart,3,52.0,"Spears, Britney",270,Rock,1,29,2,26
1020,From The Bottom Of My Broken Heart,4,52.0,"Spears, Britney",270,Rock,1,29,2,26
5865,How Do You Like Me Now?!,19,52.0,"Keith, Toby",209,Country,1,29,4,8
4562,I Like It,15,52.0,Sammie,249,Rock,1,29,4,15
1752,Love's The Only House,6,52.0,"McBride, Martina",313,Country,2,5,4,15
2071,Love's The Only House,7,52.0,"McBride, Martina",313,Country,2,5,4,15
821,Dear Lie,3,52.0,TLC,276,Rock,2,12,3,4
1022,Otherside,4,52.0,Red Hot Chili Peppers,253,Rock,2,12,5,27
5176,Only God Knows Why,17,52.0,Kid Rock,327,Rock,2,19,4,15
1119,Whoa!,4,52.0,Black Rob,244,Rap,3,4,4,15
3356,Carlene,11,52.0,"Vassar, Phil",247,Country,3,4,4,22
2058,She's More,7,52.0,"Griggs, Andy",199,Country,3,11,6,10
1462,The Bad Touch,5,52.0,Bloodhound Gang,260,R&B,3,18,4,15
5821,I Wish,19,52.0,"Thomas, Carl",230,Rock,3,25,5,13
4639,Unconditional,15,52.0,"Davidson, Clay",236,Country,3,25,6,17
390,Big Pimpin',2,52.0,Jay-Z,235,Rap,4,22,7,8
1019,Back Here,4,52.0,BBMak,215,Rock,4,29,7,29
997,Absolutely (Story Of A Girl),4,52.0,Nine Days,189,Rock,5,6,7,22
3370,I'll Be,11,52.0,"McEntire, Reba",263,Country,5,13,7,29
1665,Desert Rose,6,52.0,Sting,232,Rock,5,13,8,26
5834,The Next Episode,19,52.0,Dr. Dre,158,Rap,5,27,7,29
1725,I Will Love Again,6,52.0,"Fabian, Lara",223,Pop,6,10,8,12
2418,Could I Have This Kiss Forever,8,52.0,"Houston, Whitney",234,Rock,6,17,8,5
324,Doesn't Really Matter,2,52.0,Janet,257,Rock,6,17,8,26
2059,Simple Kind Of Life,7,52.0,No Doubt,251,Rock,7,1,7,22
400,I Think I'm In Love With You,2,52.0,"Simpson, Jessica",212,Pop,7,1,8,12
3364,What You Want,11,52.0,DMX,245,Rap,7,1,9,23
1755,I Will.. But,6,52.0,SheDaisy,220,Country,7,15,9,16
3988,I Will.. But,13,52.0,SheDaisy,220,Country,7,15,9,16
3355,The Light,11,52.0,Common,235,Rap,8,5,9,9
670,Most Girls,3,52.0,Pink,246,Rock'n'roll,8,12,11,25
656,Case Of The Ex (Whatcha Gonna Do),3,52.0,Mya,230,Rock'n'roll,8,19,12,2
1435,Kiss This,5,52.0,"Tippin, Aaron",173,Country,8,26,10,21
3693,Feels Like Love,12,52.0,"Gill, Vince",253,Country,9,2,11,18
4331,Feels Like Love,14,52.0,"Gill, Vince",253,Country,9,2,11,18
2279,Higher,8,52.0,Creed,316,Rock'n'roll,9,11,7,22
66,Liar,1,52.0,Profyle,237,R&B,9,16,10,28
5156,Shape Of My Heart,17,52.0,"Backstreet Boys, The",229,Rock'n'roll,10,14,12,2
758,We Danced,3,52.0,"Paisley, Brad",225,Country,10,14,12,16
1077,We Danced,4,52.0,"Paisley, Brad",225,Country,10,14,12,16
2040,Just Friends (Sunny),7,52.0,Musiq,242,Rap,10,14,12,30
409,Big Deal,2,52.0,"Rimes, LeAnn",183,Country,10,16,1,1
1668,Learn To Fly,6,52.0,Foo Fighters,235,Rock,10,16,1,22
1064,My Next Thirty Years,4,52.0,"McGraw, Tim",217,Country,10,21,12,16
4568,My First Love,15,52.0,Avant,268,Rock'n'roll,11,4,12,16
3034,Pop A Top,10,52.0,"Jackson, Alan",184,Country,11,13,1,22
725,Shake Your Bon-Bon,3,52.0,"Martin, Ricky",188,Latin,11,20,2,12
2404,Emotional,8,52.0,"Thomas, Carl",271,Rock,11,25,12,30
3042,Emotional,10,52.0,"Thomas, Carl",271,Rock,11,25,12,30
1382,Cowboy Take Me Away,5,52.0,"Dixie Chicks, The",291,Country,11,27,1,29
1701,Cowboy Take Me Away,6,52.0,"Dixie Chicks, The",291,Country,11,27,1,29
2020,Cowboy Take Me Away,7,52.0,"Dixie Chicks, The",291,Country,11,27,1,29
1016,Take A Picture,4,52.0,Filter,263,Rock,11,27,2,5
1125,The Itch,4,52.0,Vitamin C,210,Rock'n'roll,12,2,12,16
650,Everything You Want,3,53.0,Vertical Horizon,241,Rock'n'roll,1,22,7,15
2102,Because You Love Me,7,53.0,"Messina, Jo Dee",230,Country,1,29,3,11
1080,How Do You Like Me Now?!,4,53.0,"Keith, Toby",209,Country,1,29,4,8
5866,The Best Day,19,53.0,"Strait, George",204,Country,1,29,4,22
1433,Love's The Only House,5,53.0,"McBride, Martina",313,Country,2,5,4,15
2663,I Learned From The Best,9,53.0,"Houston, Whitney",258,Rock,2,19,3,25
3300,Another Dumb Blonde,11,53.0,Hoku,227,Pop,2,19,4,8
3992,Been There,13,53.0,"Black, Clint",328,Country,2,19,4,15
4311,Been There,14,53.0,"Black, Clint",328,Country,2,19,4,15
800,Whoa!,3,53.0,Black Rob,244,Rap,3,4,4,15
1761,Carlene,6,53.0,"Vassar, Phil",247,Country,3,4,4,22
333,Try Again,2,53.0,Aaliyah,243,Rock'n'roll,3,18,6,17
5265,Couldn't Last A Moment,17,53.0,"Raye, Collin",220,Country,3,18,6,24
4260,Shackles (Praise You),14,53.0,Mary Mary,192,Rock,3,25,5,13
747,Better Off Alone,3,53.0,Alice Deejay,410,Electronica,4,8,6,3
5828,Yes!,19,53.0,"Brock, Chad",202,Country,4,8,7,1
2257,Kryptonite,8,53.0,3 Doors Down,233,Rock,4,8,11,11
2621,Wobble Wobble,9,53.0,504 Boyz,215,Rap,4,15,5,6
3665,The Chain Of Love,12,53.0,"Walker, Clay",303,Country,4,15,6,10
735,Broadway,3,53.0,Goo Goo Dolls,234,Rock,4,22,7,1
4325,Flowers On The Wall,14,53.0,"Heatherly, Eric",196,Country,4,29,8,12
4008,I'll Be,13,53.0,"McEntire, Reba",263,Country,5,13,7,29
1049,The Next Episode,4,53.0,Dr. Dre,158,Rap,5,27,7,29
2288,I Need You,8,53.0,"Rimes, LeAnn",222,Country,5,27,8,12
3607,I Wanna Be With You,12,53.0,"Moore, Mandy",252,Pop,6,17,8,12
691,Wonderful,3,53.0,Everclear,270,Rock'n'roll,7,8,9,30
2734,Your Everything,9,53.0,"Urban, Keith",250,Country,7,15,9,16
3345,Who Let The Dogs Out,11,53.0,Baha Men,197,R&B,7,22,10,21
3664,Who Let The Dogs Out,12,53.0,Baha Men,197,R&B,7,22,10,21
3637,Just Be A Man About It,12,53.0,"Braxton, Toni",250,Rock,7,29,9,2
3956,Just Be A Man About It,13,53.0,"Braxton, Toni",250,Rock,7,29,9,2
803,The Light,3,53.0,Common,235,Rap,8,5,9,9
4223,Bounce With Me,14,53.0,Lil Bow Wow,202,Rap,8,19,9,16
363,Bag Lady,2,53.0,"Badu, Erkyah",303,Rock,8,19,10,7
1116,Kiss This,4,53.0,"Tippin, Aaron",173,Country,8,26,10,21
1429,Go On,5,53.0,"Strait, George",228,Country,8,26,10,28
3374,Feels Like Love,11,53.0,"Gill, Vince",253,Country,9,2,11,18
6115,Between Me And You,20,53.0,Ja Rule,245,Rap,9,16,11,18
1415,Just Another Day In Paradise,5,53.0,"Vassar, Phil",234,Country,9,30,12,2
1422,911,5,53.0,"Jean, Wyclef",240,Rap,10,7,11,25
3974,911,13,53.0,"Jean, Wyclef",240,Rap,10,7,11,25
4267,We Danced,14,53.0,"Paisley, Brad",225,Country,10,14,12,16
5530,My Next Thirty Years,18,53.0,"McGraw, Tim",217,Country,10,21,12,16
1728,I Lost It,6,53.0,"Chesney, Kenny",234,Country,10,21,12,23
4917,Born To Fly,16,53.0,"Evans, Sara",336,Country,10,21,12,30
3317,What Do You Say,11,53.0,"McEntire, Reba",206,Country,10,30,1,29
403,Don't Say You Love Me,2,53.0,M2M,221,Pop,11,20,1,8
3058,Angels,10,53.0,"Williams, Robbie",236,Rock,11,20,1,22
2085,Emotional,7,53.0,"Thomas, Carl",271,Rock,11,25,12,30
5172,He Can't Love U,17,53.0,Jagged Edge,210,Rock,12,11,1,8
754,Falls Apart,3,54.0,Sugar Ray,255,Rock,1,15,2,19
3891,From The Bottom Of My Broken Heart,13,54.0,"Spears, Britney",270,Rock,1,29,2,26
6184,How Do You Like Me Now?!,20,54.0,"Keith, Toby",209,Country,1,29,4,8
762,The Best Day,3,54.0,"Strait, George",204,Country,1,29,4,22
1138,Feelin' Good,4,54.0,"Lopez, Jennifer",268,Latin,2,19,4,8
1457,Feelin' Good,5,54.0,"Lopez, Jennifer",268,Latin,2,19,4,8
1776,Feelin' Good,6,54.0,"Lopez, Jennifer",268,Latin,2,19,4,8
2095,Feelin' Good,7,54.0,"Lopez, Jennifer",268,Latin,2,19,4,8
340,You Sang To Me,2,54.0,"Anthony, Marc",230,Latin,2,26,6,3
3352,Whoa!,11,54.0,Black Rob,244,Rap,3,4,4,15
1427,Buy Me A Rose,5,54.0,"Rogers, Kenny",226,Country,3,11,5,6
3660,Buy Me A Rose,12,54.0,"Rogers, Kenny",226,Country,3,11,5,6
1070,Shackles (Praise You),4,54.0,Mary Mary,192,Rock,3,25,5,13
3363,Unconditional,11,54.0,"Davidson, Clay",236,Country,3,25,6,17
1938,Kryptonite,7,54.0,3 Doors Down,233,Rock,4,8,11,11
786,Graduation (Friends Forever),3,54.0,Vitamin C,263,Rock,4,15,6,10
1105,Graduation (Friends Forever),4,54.0,Vitamin C,263,Rock,4,15,6,10
3018,Prayin' For Daylight,10,54.0,Rascal Flatts,216,Country,5,6,8,12
4289,Dance Tonight,14,54.0,Lucy Pearl,225,R&B,5,20,7,29
742,What'Chu Like,3,54.0,Da Brat,237,Rap,6,3,8,12
1061,What'Chu Like,4,54.0,Da Brat,237,Rap,6,3,8,12
328,Amazed,2,54.0,Lonestar,265,Country,6,5,3,4
2084,Whatever,7,54.0,Ideal,228,R&B,6,10,8,19
2403,Whatever,8,54.0,Ideal,228,R&B,6,10,8,19
2722,Whatever,9,54.0,Ideal,228,R&B,6,10,8,19
5225,What About Now,17,54.0,Lonestar,210,Country,6,10,8,19
2737,Could I Have This Kiss Forever,9,54.0,"Houston, Whitney",234,Rock,6,17,8,5
736,I Wanna Be With You,3,54.0,"Moore, Mandy",252,Pop,6,17,8,12
1058,That's The Way,4,54.0,"Messina, Jo Dee",197,Country,6,24,8,26
1750,Who Let The Dogs Out,6,54.0,Baha Men,197,R&B,7,22,10,21
2707,Who Let The Dogs Out,9,54.0,Baha Men,197,R&B,7,22,10,21
3026,Who Let The Dogs Out,10,54.0,Baha Men,197,R&B,7,22,10,21
3379,Country Comes To Town,11,54.0,"Keith, Toby",219,Country,8,5,10,14
3381,Let's Make Love,11,54.0,"Hill, Faith",251,Rap,8,12,10,21
2736,Feels Like Love,9,54.0,"Gill, Vince",253,Country,9,2,11,18
3055,Feels Like Love,10,54.0,"Gill, Vince",253,Country,9,2,11,18
3894,Liar,13,54.0,Profyle,237,R&B,9,16,10,28
4207,She Bangs,14,54.0,"Martin, Ricky",242,Latin,10,7,12,2
6186,Without You,20,54.0,"Dixie Chicks, The",212,Country,10,7,12,23
1035,Meet Virginia,4,54.0,Train,235,Rock,10,9,1,22
1402,Just Friends (Sunny),5,54.0,Musiq,242,Rap,10,14,12,30
1721,Just Friends (Sunny),6,54.0,Musiq,242,Rap,10,14,12,30
5549,Just Friends (Sunny),18,54.0,Musiq,242,Rap,10,14,12,30
2104,Girls Dem Sugar,7,54.0,Beenie Man,257,Reggae,10,21,12,2
1943,Get It On.. Tonite,7,54.0,"Jordan, Montell",274,Rap,10,23,2,12
1124,www.memory,4,54.0,"Jackson, Alan",156,Country,11,4,12,23
1360,Don't Say You Love Me,5,54.0,M2M,221,Pop,11,20,1,8
2739,Angels,9,54.0,"Williams, Robbie",236,Rock,11,20,1,22
2958,Shake Your Bon-Bon,10,54.0,"Martin, Ricky",188,Latin,11,20,2,12
1447,Emotional,5,54.0,"Thomas, Carl",271,Rock,11,25,12,30
1391,My Best Friend,5,54.0,"McGraw, Tim",273,Country,11,27,1,29
1710,My Best Friend,6,54.0,"McGraw, Tim",273,Country,11,27,1,29
1787,Caught Out There,6,54.0,Kelis,249,R&B,12,4,1,8
3011,You Can Do It,10,54.0,Ice Cube,260,Rap,12,4,1,15
68,He Can't Love U,1,54.0,Jagged Edge,210,Rock,12,11,1,8
677,Show Me The Meaning Of Being Lonely,3,55.0,"Backstreet Boys, The",234,Rock,1,1,3,18
2402,G'D Up,8,55.0,"Eastsidaz, The",267,Rap,1,8,2,12
460,Back At One,2,55.0,"Wills, Mark",240,Country,1,15,2,26
418,Forgot About Dre,2,55.0,Dr. Dre,222,Rap,1,22,3,25
1783,Because You Love Me,6,55.0,"Messina, Jo Dee",230,Country,1,29,3,11
502,Dear Lie,2,55.0,TLC,276,Rock,2,12,3,4
3673,Been There,12,55.0,"Black, Clint",328,Country,2,19,4,15
831,Anything,3,55.0,Jay-Z,221,Rap,2,26,3,11
1150,Anything,4,55.0,Jay-Z,221,Rap,2,26,3,11
1739,She's More,6,55.0,"Griggs, Andy",199,Country,3,11,6,10
824,The Bad Touch,3,55.0,Bloodhound Gang,260,R&B,3,18,4,15
1143,The Bad Touch,4,55.0,Bloodhound Gang,260,R&B,3,18,4,15
339,He Wasn't Man Enough,2,55.0,"Braxton, Toni",261,Rock,3,18,5,6
4320,Unconditional,14,55.0,"Davidson, Clay",236,Country,3,25,6,17
1034,Swear It Again,4,55.0,Westlife,247,Rock,4,1,7,1
1353,Swear It Again,5,55.0,Westlife,247,Rock,4,1,7,1
1453,The Best Of Me,5,55.0,Mya,252,Rock,4,15,5,20
5860,Where I Wanna Be,19,55.0,"Jones, Donell",382,Rock,4,22,7,8
1323,(Hot S**t) Country Grammar,5,55.0,Nelly,257,Rap,4,29,9,16
696,Let's Get Married,3,55.0,Jagged Edge,263,Rock,5,6,7,29
2732,I'll Be,9,55.0,"McEntire, Reba",263,Country,5,13,7,29
3051,I'll Be,10,55.0,"McEntire, Reba",263,Country,5,13,7,29
1346,Desert Rose,5,55.0,Sting,232,Rock,5,13,8,26
1418,Dance Tonight,5,55.0,Lucy Pearl,225,R&B,5,20,7,29
2674,The One,9,55.0,"Backstreet Boys, The",226,Rock,5,27,7,1
4342,You'll Always Be Loved By Me,14,55.0,Brooks & Dunn,178,Country,6,10,9,9
2382,One Voice,8,55.0,"Gilman, Billy",247,Country,6,17,9,2
1603,Incomplete,6,55.0,Sisqo,232,Rock'n'roll,6,24,8,12
2378,Simple Kind Of Life,8,55.0,No Doubt,251,Rock,7,1,7,22
3683,What You Want,12,55.0,DMX,245,Rap,7,1,9,23
3372,Your Everything,11,55.0,"Urban, Keith",250,Country,7,15,9,16
484,The Light,2,55.0,Common,235,Rap,8,5,9,9
2741,Country Comes To Town,9,55.0,"Keith, Toby",219,Country,8,5,10,14
3060,Country Comes To Town,10,55.0,"Keith, Toby",219,Country,8,5,10,14
3062,Let's Make Love,10,55.0,"Hill, Faith",251,Rap,8,12,10,21
3009,Aaron's Party (Come Get It),10,55.0,"Carter, Aaron",203,R&B,8,26,9,16
407,You're A God,2,55.0,Vertical Horizon,225,Rock,8,26,11,4
4012,Feels Like Love,13,55.0,"Gill, Vince",253,Country,9,2,11,18
1039,What's Your Fantasy,4,55.0,Ludacris,256,Rap,9,30,12,16
4526,She Bangs,15,55.0,"Martin, Ricky",242,Latin,10,7,12,2
3948,We Danced,13,55.0,"Paisley, Brad",225,Country,10,14,12,16
1083,Just Friends (Sunny),4,55.0,Musiq,242,Rap,10,14,12,30
2108,Loser,7,55.0,3 Doors Down,264,Rock,10,21,12,2
1408,Born To Fly,5,55.0,"Evans, Sara",336,Country,10,21,12,30
2731,Stan,9,55.0,Eminem,326,Rap,11,4,12,2
5861,Where I Wanna Be,19,55.0,"Sheist, Shade",256,Rap,11,11,11,18
2077,Pop A Top,7,55.0,"Jackson, Alan",184,Country,11,13,1,22
2396,Pop A Top,8,55.0,"Jackson, Alan",184,Country,11,13,1,22
3991,Pop A Top,13,55.0,"Jackson, Alan",184,Country,11,13,1,22
2029,My Best Friend,7,55.0,"McGraw, Tim",273,Country,11,27,1,29
3043,None Of Ur Friends Business,10,55.0,Ginuwine,252,Rock,12,11,1,22
419,Untitled (How Does It Feel),2,56.0,D'Angelo,430,R&B,1,22,2,19
1459,Dear Lie,5,56.0,TLC,276,Rock,2,12,3,4
3619,Another Dumb Blonde,12,56.0,Hoku,227,Pop,2,19,4,8
