,company,description,location,post_date,salary,title,temp,city,temp1,state,yearly_salary,monthly_salary,range_low,range_high,salary_avg
4590,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated scientist or engineer with a remediation...","Houston, TX 77077 (West Houston area)",30,None,Experienced Remediation Engineer/Scientist (40157),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4591,Ecorithm,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts....","Houston, TX",30,None,Account Executive/Sales,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4592,Ninjob | Employment Marketing,"For Position 71943, a Texas insurer seeks a property and casualty actuarial analyst. Must have predictive modeling experience. Pricing role for an analyst","Houston, TX",16,None,Property and Casualty Actuarial Analyst with Predictive Mode...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4593,ApoCell,"Perform quality control on laboratory results, data, and reports. Abilities – Must be able to communicate effectively with clients, scientists, lab personnel,...","Houston, TX 77054 (Medical area)",30,None,Laboratory Technologist III,"[u'Houston', u' TX 77054 (Medical area)']",Houston,[u' TX 77054 (Medical area)'],TX,,,,,
4594,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated entry-level engineer or scientist to join our...","Houston, TX 77077 (West Houston area)",30,None,Entry-Level Remediation Engineer / Scientist (40160),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4595,Koch companies,"Perform unit, regression, and systems testing of data intensive software systems. Participate in a team environment developing software solutions involving data...","Houston, TX",2,None,Quantitative Software Developer Analyst - Koch Supply & Trad...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4596,Burnett Specialists,We’re supporting a Houston Hospital who is consistently ranked as one of the best places to work! Currently their research group is seeking a Senior Research,"Houston, TX 77042 (West Houston area)",25,"<nobr>$60,000 - $95,000 a year</nobr>",Research Billing Compliance Analyst with Clinical Trials Exp...,"[u'Houston', u' TX 77042 (West Houston area)']",Houston,[u' TX 77042 (West Houston area)'],TX,"<nobr>$60,000 - $95,000 a year</nobr>",,60000.0,95000.0,77500.0
4597,MD ANDERSON CANCER CENTER,Collaborate with clinical investigators and platform scientists to implement innovative strategies for oncology drug development in targeted patient populations...,"Houston, TX",30,None,"Director, Oncology Early-Stage Clinical Development","[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4598,Kinetix,Certification as a Medical Lab Scientist (MLS) by ASCP. Reviews quality control data and performs troubleshooting and corrective actions as necessary/ documents...,"Houston, TX",22,None,Medical Technologist - Woodlands (Multiple Shifts),"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4599,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated scientist or engineer with a remediation...","Houston, TX 77077 (West Houston area)",30,None,Experienced Remediation Engineer/Scientist (40157),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4600,Ecorithm,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts....","Houston, TX",30,None,Account Executive/Sales,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4601,Ninjob | Employment Marketing,"For Position 71943, a Texas insurer seeks a property and casualty actuarial analyst. Must have predictive modeling experience. Pricing role for an analyst","Houston, TX",16,None,Property and Casualty Actuarial Analyst with Predictive Mode...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4602,ApoCell,"Perform quality control on laboratory results, data, and reports. Abilities – Must be able to communicate effectively with clients, scientists, lab personnel,...","Houston, TX 77054 (Medical area)",30,None,Laboratory Technologist III,"[u'Houston', u' TX 77054 (Medical area)']",Houston,[u' TX 77054 (Medical area)'],TX,,,,,
4603,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated entry-level engineer or scientist to join our...","Houston, TX 77077 (West Houston area)",30,None,Entry-Level Remediation Engineer / Scientist (40160),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4604,Koch companies,"Perform unit, regression, and systems testing of data intensive software systems. Participate in a team environment developing software solutions involving data...","Houston, TX",2,None,Quantitative Software Developer Analyst - Koch Supply & Trad...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4605,Burnett Specialists,We’re supporting a Houston Hospital who is consistently ranked as one of the best places to work! Currently their research group is seeking a Senior Research,"Houston, TX 77042 (West Houston area)",25,"<nobr>$60,000 - $95,000 a year</nobr>",Research Billing Compliance Analyst with Clinical Trials Exp...,"[u'Houston', u' TX 77042 (West Houston area)']",Houston,[u' TX 77042 (West Houston area)'],TX,"<nobr>$60,000 - $95,000 a year</nobr>",,60000.0,95000.0,77500.0
4606,MD ANDERSON CANCER CENTER,Collaborate with clinical investigators and platform scientists to implement innovative strategies for oncology drug development in targeted patient populations...,"Houston, TX",30,None,"Director, Oncology Early-Stage Clinical Development","[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4607,Kinetix,Certification as a Medical Lab Scientist (MLS) by ASCP. Reviews quality control data and performs troubleshooting and corrective actions as necessary/ documents...,"Houston, TX",22,None,Medical Technologist - Woodlands (Multiple Shifts),"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4608,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated scientist or engineer with a remediation...","Houston, TX 77077 (West Houston area)",30,None,Experienced Remediation Engineer/Scientist (40157),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4609,Ecorithm,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts....","Houston, TX",30,None,Account Executive/Sales,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4610,Ninjob | Employment Marketing,"For Position 71943, a Texas insurer seeks a property and casualty actuarial analyst. Must have predictive modeling experience. Pricing role for an analyst","Houston, TX",16,None,Property and Casualty Actuarial Analyst with Predictive Mode...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4611,ApoCell,"Perform quality control on laboratory results, data, and reports. Abilities – Must be able to communicate effectively with clients, scientists, lab personnel,...","Houston, TX 77054 (Medical area)",30,None,Laboratory Technologist III,"[u'Houston', u' TX 77054 (Medical area)']",Houston,[u' TX 77054 (Medical area)'],TX,,,,,
4612,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated entry-level engineer or scientist to join our...","Houston, TX 77077 (West Houston area)",30,None,Entry-Level Remediation Engineer / Scientist (40160),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4613,Koch companies,"Perform unit, regression, and systems testing of data intensive software systems. Participate in a team environment developing software solutions involving data...","Houston, TX",2,None,Quantitative Software Developer Analyst - Koch Supply & Trad...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4614,Burnett Specialists,We’re supporting a Houston Hospital who is consistently ranked as one of the best places to work! Currently their research group is seeking a Senior Research,"Houston, TX 77042 (West Houston area)",25,"<nobr>$60,000 - $95,000 a year</nobr>",Research Billing Compliance Analyst with Clinical Trials Exp...,"[u'Houston', u' TX 77042 (West Houston area)']",Houston,[u' TX 77042 (West Houston area)'],TX,"<nobr>$60,000 - $95,000 a year</nobr>",,60000.0,95000.0,77500.0
4615,MD ANDERSON CANCER CENTER,Collaborate with clinical investigators and platform scientists to implement innovative strategies for oncology drug development in targeted patient populations...,"Houston, TX",30,None,"Director, Oncology Early-Stage Clinical Development","[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4616,Kinetix,Certification as a Medical Lab Scientist (MLS) by ASCP. Reviews quality control data and performs troubleshooting and corrective actions as necessary/ documents...,"Houston, TX",22,None,Medical Technologist - Woodlands (Multiple Shifts),"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4617,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated scientist or engineer with a remediation...","Houston, TX 77077 (West Houston area)",30,None,Experienced Remediation Engineer/Scientist (40157),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4618,Ecorithm,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts....","Houston, TX",30,None,Account Executive/Sales,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4619,Ninjob | Employment Marketing,"For Position 71943, a Texas insurer seeks a property and casualty actuarial analyst. Must have predictive modeling experience. Pricing role for an analyst","Houston, TX",16,None,Property and Casualty Actuarial Analyst with Predictive Mode...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4620,ApoCell,"Perform quality control on laboratory results, data, and reports. Abilities – Must be able to communicate effectively with clients, scientists, lab personnel,...","Houston, TX 77054 (Medical area)",30,None,Laboratory Technologist III,"[u'Houston', u' TX 77054 (Medical area)']",Houston,[u' TX 77054 (Medical area)'],TX,,,,,
4621,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated entry-level engineer or scientist to join our...","Houston, TX 77077 (West Houston area)",30,None,Entry-Level Remediation Engineer / Scientist (40160),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4622,Koch companies,"Perform unit, regression, and systems testing of data intensive software systems. Participate in a team environment developing software solutions involving data...","Houston, TX",2,None,Quantitative Software Developer Analyst - Koch Supply & Trad...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4623,Burnett Specialists,We’re supporting a Houston Hospital who is consistently ranked as one of the best places to work! Currently their research group is seeking a Senior Research,"Houston, TX 77042 (West Houston area)",25,"<nobr>$60,000 - $95,000 a year</nobr>",Research Billing Compliance Analyst with Clinical Trials Exp...,"[u'Houston', u' TX 77042 (West Houston area)']",Houston,[u' TX 77042 (West Houston area)'],TX,"<nobr>$60,000 - $95,000 a year</nobr>",,60000.0,95000.0,77500.0
4624,MD ANDERSON CANCER CENTER,Collaborate with clinical investigators and platform scientists to implement innovative strategies for oncology drug development in targeted patient populations...,"Houston, TX",30,None,"Director, Oncology Early-Stage Clinical Development","[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4625,Kinetix,Certification as a Medical Lab Scientist (MLS) by ASCP. Reviews quality control data and performs troubleshooting and corrective actions as necessary/ documents...,"Houston, TX",22,None,Medical Technologist - Woodlands (Multiple Shifts),"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4626,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated scientist or engineer with a remediation...","Houston, TX 77077 (West Houston area)",30,None,Experienced Remediation Engineer/Scientist (40157),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4627,Ecorithm,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts....","Houston, TX",30,None,Account Executive/Sales,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4628,Ninjob | Employment Marketing,"For Position 71943, a Texas insurer seeks a property and casualty actuarial analyst. Must have predictive modeling experience. Pricing role for an analyst","Houston, TX",16,None,Property and Casualty Actuarial Analyst with Predictive Mode...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4629,ApoCell,"Perform quality control on laboratory results, data, and reports. Abilities – Must be able to communicate effectively with clients, scientists, lab personnel,...","Houston, TX 77054 (Medical area)",30,None,Laboratory Technologist III,"[u'Houston', u' TX 77054 (Medical area)']",Houston,[u' TX 77054 (Medical area)'],TX,,,,,
4630,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated entry-level engineer or scientist to join our...","Houston, TX 77077 (West Houston area)",30,None,Entry-Level Remediation Engineer / Scientist (40160),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4631,Koch companies,"Perform unit, regression, and systems testing of data intensive software systems. Participate in a team environment developing software solutions involving data...","Houston, TX",2,None,Quantitative Software Developer Analyst - Koch Supply & Trad...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4632,Burnett Specialists,We’re supporting a Houston Hospital who is consistently ranked as one of the best places to work! Currently their research group is seeking a Senior Research,"Houston, TX 77042 (West Houston area)",25,"<nobr>$60,000 - $95,000 a year</nobr>",Research Billing Compliance Analyst with Clinical Trials Exp...,"[u'Houston', u' TX 77042 (West Houston area)']",Houston,[u' TX 77042 (West Houston area)'],TX,"<nobr>$60,000 - $95,000 a year</nobr>",,60000.0,95000.0,77500.0
4633,MD ANDERSON CANCER CENTER,Collaborate with clinical investigators and platform scientists to implement innovative strategies for oncology drug development in targeted patient populations...,"Houston, TX",30,None,"Director, Oncology Early-Stage Clinical Development","[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4634,Kinetix,Certification as a Medical Lab Scientist (MLS) by ASCP. Reviews quality control data and performs troubleshooting and corrective actions as necessary/ documents...,"Houston, TX",22,None,Medical Technologist - Woodlands (Multiple Shifts),"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4635,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated scientist or engineer with a remediation...","Houston, TX 77077 (West Houston area)",30,None,Experienced Remediation Engineer/Scientist (40157),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4636,Ecorithm,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts....","Houston, TX",30,None,Account Executive/Sales,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4637,Ninjob | Employment Marketing,"For Position 71943, a Texas insurer seeks a property and casualty actuarial analyst. Must have predictive modeling experience. Pricing role for an analyst","Houston, TX",16,None,Property and Casualty Actuarial Analyst with Predictive Mode...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4638,ApoCell,"Perform quality control on laboratory results, data, and reports. Abilities – Must be able to communicate effectively with clients, scientists, lab personnel,...","Houston, TX 77054 (Medical area)",30,None,Laboratory Technologist III,"[u'Houston', u' TX 77054 (Medical area)']",Houston,[u' TX 77054 (Medical area)'],TX,,,,,
4639,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated entry-level engineer or scientist to join our...","Houston, TX 77077 (West Houston area)",30,None,Entry-Level Remediation Engineer / Scientist (40160),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4640,Koch companies,"Perform unit, regression, and systems testing of data intensive software systems. Participate in a team environment developing software solutions involving data...","Houston, TX",2,None,Quantitative Software Developer Analyst - Koch Supply & Trad...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4641,Burnett Specialists,We’re supporting a Houston Hospital who is consistently ranked as one of the best places to work! Currently their research group is seeking a Senior Research,"Houston, TX 77042 (West Houston area)",25,"<nobr>$60,000 - $95,000 a year</nobr>",Research Billing Compliance Analyst with Clinical Trials Exp...,"[u'Houston', u' TX 77042 (West Houston area)']",Houston,[u' TX 77042 (West Houston area)'],TX,"<nobr>$60,000 - $95,000 a year</nobr>",,60000.0,95000.0,77500.0
4642,MD ANDERSON CANCER CENTER,Collaborate with clinical investigators and platform scientists to implement innovative strategies for oncology drug development in targeted patient populations...,"Houston, TX",30,None,"Director, Oncology Early-Stage Clinical Development","[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4643,Kinetix,Certification as a Medical Lab Scientist (MLS) by ASCP. Reviews quality control data and performs troubleshooting and corrective actions as necessary/ documents...,"Houston, TX",22,None,Medical Technologist - Woodlands (Multiple Shifts),"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4644,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated scientist or engineer with a remediation...","Houston, TX 77077 (West Houston area)",30,None,Experienced Remediation Engineer/Scientist (40157),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4645,Ecorithm,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts....","Houston, TX",30,None,Account Executive/Sales,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4646,Ninjob | Employment Marketing,"For Position 71943, a Texas insurer seeks a property and casualty actuarial analyst. Must have predictive modeling experience. Pricing role for an analyst","Houston, TX",16,None,Property and Casualty Actuarial Analyst with Predictive Mode...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4647,ApoCell,"Perform quality control on laboratory results, data, and reports. Abilities – Must be able to communicate effectively with clients, scientists, lab personnel,...","Houston, TX 77054 (Medical area)",30,None,Laboratory Technologist III,"[u'Houston', u' TX 77054 (Medical area)']",Houston,[u' TX 77054 (Medical area)'],TX,,,,,
4648,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated entry-level engineer or scientist to join our...","Houston, TX 77077 (West Houston area)",30,None,Entry-Level Remediation Engineer / Scientist (40160),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4649,Koch companies,"Perform unit, regression, and systems testing of data intensive software systems. Participate in a team environment developing software solutions involving data...","Houston, TX",2,None,Quantitative Software Developer Analyst - Koch Supply & Trad...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4650,Burnett Specialists,We’re supporting a Houston Hospital who is consistently ranked as one of the best places to work! Currently their research group is seeking a Senior Research,"Houston, TX 77042 (West Houston area)",25,"<nobr>$60,000 - $95,000 a year</nobr>",Research Billing Compliance Analyst with Clinical Trials Exp...,"[u'Houston', u' TX 77042 (West Houston area)']",Houston,[u' TX 77042 (West Houston area)'],TX,"<nobr>$60,000 - $95,000 a year</nobr>",,60000.0,95000.0,77500.0
4651,MD ANDERSON CANCER CENTER,Collaborate with clinical investigators and platform scientists to implement innovative strategies for oncology drug development in targeted patient populations...,"Houston, TX",30,None,"Director, Oncology Early-Stage Clinical Development","[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4652,Kinetix,Certification as a Medical Lab Scientist (MLS) by ASCP. Reviews quality control data and performs troubleshooting and corrective actions as necessary/ documents...,"Houston, TX",22,None,Medical Technologist - Woodlands (Multiple Shifts),"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4653,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated scientist or engineer with a remediation...","Houston, TX 77077 (West Houston area)",30,None,Experienced Remediation Engineer/Scientist (40157),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4654,Ecorithm,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts....","Houston, TX",30,None,Account Executive/Sales,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4655,Ninjob | Employment Marketing,"For Position 71943, a Texas insurer seeks a property and casualty actuarial analyst. Must have predictive modeling experience. Pricing role for an analyst","Houston, TX",16,None,Property and Casualty Actuarial Analyst with Predictive Mode...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4656,ApoCell,"Perform quality control on laboratory results, data, and reports. Abilities – Must be able to communicate effectively with clients, scientists, lab personnel,...","Houston, TX 77054 (Medical area)",30,None,Laboratory Technologist III,"[u'Houston', u' TX 77054 (Medical area)']",Houston,[u' TX 77054 (Medical area)'],TX,,,,,
4657,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated entry-level engineer or scientist to join our...","Houston, TX 77077 (West Houston area)",30,None,Entry-Level Remediation Engineer / Scientist (40160),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4658,Koch companies,"Perform unit, regression, and systems testing of data intensive software systems. Participate in a team environment developing software solutions involving data...","Houston, TX",2,None,Quantitative Software Developer Analyst - Koch Supply & Trad...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4659,Burnett Specialists,We’re supporting a Houston Hospital who is consistently ranked as one of the best places to work! Currently their research group is seeking a Senior Research,"Houston, TX 77042 (West Houston area)",25,"<nobr>$60,000 - $95,000 a year</nobr>",Research Billing Compliance Analyst with Clinical Trials Exp...,"[u'Houston', u' TX 77042 (West Houston area)']",Houston,[u' TX 77042 (West Houston area)'],TX,"<nobr>$60,000 - $95,000 a year</nobr>",,60000.0,95000.0,77500.0
4660,MD ANDERSON CANCER CENTER,Collaborate with clinical investigators and platform scientists to implement innovative strategies for oncology drug development in targeted patient populations...,"Houston, TX",30,None,"Director, Oncology Early-Stage Clinical Development","[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4661,Kinetix,Certification as a Medical Lab Scientist (MLS) by ASCP. Reviews quality control data and performs troubleshooting and corrective actions as necessary/ documents...,"Houston, TX",22,None,Medical Technologist - Woodlands (Multiple Shifts),"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4662,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated scientist or engineer with a remediation...","Houston, TX 77077 (West Houston area)",30,None,Experienced Remediation Engineer/Scientist (40157),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4663,Ecorithm,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts....","Houston, TX",30,None,Account Executive/Sales,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4664,Ninjob | Employment Marketing,"For Position 71943, a Texas insurer seeks a property and casualty actuarial analyst. Must have predictive modeling experience. Pricing role for an analyst","Houston, TX",16,None,Property and Casualty Actuarial Analyst with Predictive Mode...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4665,ApoCell,"Perform quality control on laboratory results, data, and reports. Abilities – Must be able to communicate effectively with clients, scientists, lab personnel,...","Houston, TX 77054 (Medical area)",30,None,Laboratory Technologist III,"[u'Houston', u' TX 77054 (Medical area)']",Houston,[u' TX 77054 (Medical area)'],TX,,,,,
4666,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated entry-level engineer or scientist to join our...","Houston, TX 77077 (West Houston area)",30,None,Entry-Level Remediation Engineer / Scientist (40160),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4667,Koch companies,"Perform unit, regression, and systems testing of data intensive software systems. Participate in a team environment developing software solutions involving data...","Houston, TX",2,None,Quantitative Software Developer Analyst - Koch Supply & Trad...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4668,Burnett Specialists,We’re supporting a Houston Hospital who is consistently ranked as one of the best places to work! Currently their research group is seeking a Senior Research,"Houston, TX 77042 (West Houston area)",25,"<nobr>$60,000 - $95,000 a year</nobr>",Research Billing Compliance Analyst with Clinical Trials Exp...,"[u'Houston', u' TX 77042 (West Houston area)']",Houston,[u' TX 77042 (West Houston area)'],TX,"<nobr>$60,000 - $95,000 a year</nobr>",,60000.0,95000.0,77500.0
4669,MD ANDERSON CANCER CENTER,Collaborate with clinical investigators and platform scientists to implement innovative strategies for oncology drug development in targeted patient populations...,"Houston, TX",30,None,"Director, Oncology Early-Stage Clinical Development","[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4670,Kinetix,Certification as a Medical Lab Scientist (MLS) by ASCP. Reviews quality control data and performs troubleshooting and corrective actions as necessary/ documents...,"Houston, TX",22,None,Medical Technologist - Woodlands (Multiple Shifts),"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4671,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated scientist or engineer with a remediation...","Houston, TX 77077 (West Houston area)",30,None,Experienced Remediation Engineer/Scientist (40157),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4672,Ecorithm,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts....","Houston, TX",30,None,Account Executive/Sales,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4673,Ninjob | Employment Marketing,"For Position 71943, a Texas insurer seeks a property and casualty actuarial analyst. Must have predictive modeling experience. Pricing role for an analyst","Houston, TX",16,None,Property and Casualty Actuarial Analyst with Predictive Mode...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4674,ApoCell,"Perform quality control on laboratory results, data, and reports. Abilities – Must be able to communicate effectively with clients, scientists, lab personnel,...","Houston, TX 77054 (Medical area)",30,None,Laboratory Technologist III,"[u'Houston', u' TX 77054 (Medical area)']",Houston,[u' TX 77054 (Medical area)'],TX,,,,,
4675,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated entry-level engineer or scientist to join our...","Houston, TX 77077 (West Houston area)",30,None,Entry-Level Remediation Engineer / Scientist (40160),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4676,Koch companies,"Perform unit, regression, and systems testing of data intensive software systems. Participate in a team environment developing software solutions involving data...","Houston, TX",2,None,Quantitative Software Developer Analyst - Koch Supply & Trad...,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4677,Burnett Specialists,We’re supporting a Houston Hospital who is consistently ranked as one of the best places to work! Currently their research group is seeking a Senior Research,"Houston, TX 77042 (West Houston area)",25,"<nobr>$60,000 - $95,000 a year</nobr>",Research Billing Compliance Analyst with Clinical Trials Exp...,"[u'Houston', u' TX 77042 (West Houston area)']",Houston,[u' TX 77042 (West Houston area)'],TX,"<nobr>$60,000 - $95,000 a year</nobr>",,60000.0,95000.0,77500.0
4678,MD ANDERSON CANCER CENTER,Collaborate with clinical investigators and platform scientists to implement innovative strategies for oncology drug development in targeted patient populations...,"Houston, TX",30,None,"Director, Oncology Early-Stage Clinical Development","[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4679,Kinetix,Certification as a Medical Lab Scientist (MLS) by ASCP. Reviews quality control data and performs troubleshooting and corrective actions as necessary/ documents...,"Houston, TX",22,None,Medical Technologist - Woodlands (Multiple Shifts),"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
4680,"Geosyntec Consultants, Inc.","Evaluating, mapping, and reporting chemical and hydrogeological data; Geosyntec is seeking a highly motivated scientist or engineer with a remediation...","Houston, TX 77077 (West Houston area)",30,None,Experienced Remediation Engineer/Scientist (40157),"[u'Houston', u' TX 77077 (West Houston area)']",Houston,[u' TX 77077 (West Houston area)'],TX,,,,,
4681,Ecorithm,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts....","Houston, TX",30,None,Account Executive/Sales,"[u'Houston', u' TX']",Houston,[u' TX'],TX,,,,,
